timestamp,level,request_id,method,endpoint,ip_address,status_code,duration_ms
2023-03-17T09:31:57.012Z,WARN,e99400c0-e357-4a94-97ad-8e502a179f2f,PATCH,/api/users,254.171.12.131,404,2728
2021-11-21T23:22:30.842Z,ERROR,aa21cb9b-57d8-4a8d-8aff-ee6786ec68e5,DELETE,/api/notifications,146.196.63.137,500,3472
2021-12-31T11:04:40.535Z,TRACE,fef07b01-e215-42be-99e5-1bac87f6e805,PUT,/api/reports,216.205.183.64,503,1709
2023-03-20T21:19:42.554Z,DEBUG,cc9b423a-5f99-4bf4-ba00-41334b856bf5,DELETE,/api/auth/login,217.82.179.11,403,644
2025-07-10T21:43:57.656Z,DEBUG,95ab4eb5-82b3-4918-93ea-f92663d4bcf2,PATCH,/api/settings,35.210.95.97,200,3957
2022-07-16T11:26:07.079Z,WARN,a866e31e-1829-43aa-aab5-e34a308c8b2b,PUT,/api/search,173.39.218.132,404,361
2021-08-23T17:45:46.872Z,ERROR,eec9829a-1a0b-48e7-b96f-aabb21988f4b,POST,/api/reports,191.231.37.29,200,4765
2020-03-21T19:52:17.254Z,WARN,d835bbd7-10a6-4289-9f69-2469f2ca74ce,DELETE,/api/products,147.176.71.200,201,2728
2023-11-22T01:33:10.329Z,WARN,d1284ce9-204d-46b0-8a6e-81347521ddcb,DELETE,/api/orders,40.120.141.189,404,293
2022-05-07T02:33:29.857Z,WARN,044a6cfd-9877-49ef-8daa-d191fd69ed4d,DELETE,/api/settings,81.5.14.186,404,4280
2024-04-19T14:28:43.621Z,DEBUG,f99e5d49-bb0e-4e2a-a67f-ba727b0bb9d6,DELETE,/api/users,18.177.79.198,503,4743
2020-09-18T18:14:02.136Z,INFO,cfdda21f-8ee1-4822-bafd-d4cf13336239,PATCH,/api/users,244.185.62.116,400,2664
2023-12-19T17:58:48.315Z,ERROR,c7759151-1046-4a00-80cf-27653e005e2f,PATCH,/api/analytics,110.197.154.100,401,1901
2021-03-24T22:37:44.184Z,DEBUG,305f5610-ff35-4967-b93f-cf04942f7789,PATCH,/api/auth/login,56.53.175.226,503,3378
2021-12-20T13:03:39.609Z,DEBUG,ca5a6c30-bbd2-4023-b5ce-1e802bc1fe1f,POST,/api/notifications,140.91.81.79,400,1978
2025-09-29T09:27:14.719Z,ERROR,a783708b-790f-45ed-8ea9-dd7e2597986a,POST,/api/products,250.174.165.108,503,1463
2020-07-13T02:17:19.300Z,DEBUG,56da585a-5d35-4956-a684-309e2ffb2762,POST,/api/users,133.251.67.117,301,2550
2021-01-22T09:27:06.106Z,TRACE,be708ad1-864d-4f7a-823d-b4e7e9d246b0,PATCH,/api/webhooks,13.72.109.20,503,3580
2021-11-10T06:00:06.082Z,INFO,08db47de-581d-45fc-a672-8122d0bcd9d4,PATCH,/api/orders,104.113.48.244,201,4556
2021-07-18T00:48:53.390Z,ERROR,cba9a8ae-9fed-46b0-9637-ceceb0e83534,PATCH,/api/reports,65.163.18.132,500,1982
2025-03-03T03:28:27.993Z,DEBUG,ce6276a9-5018-46ba-898d-02425add7579,POST,/api/orders,40.194.138.155,301,1974
2022-05-26T04:12:33.294Z,TRACE,70db0284-9ac6-4a64-bee2-e3d53f29e4d5,GET,/api/orders,218.253.14.172,201,3644
2025-01-14T20:23:08.258Z,DEBUG,a6f292f5-4e38-48df-8d7f-3a5d2a9c3b7a,GET,/api/settings,180.189.195.89,401,4993
2024-12-14T00:41:31.698Z,WARN,e3857fd3-9e22-4f0c-9914-03ddc28477b4,GET,/api/reports,72.192.246.159,201,1959
2024-08-10T03:50:38.460Z,INFO,4003b34a-d3b8-4162-af30-76d54a6e23e8,PUT,/api/reports,191.8.131.117,200,3751
2021-01-09T09:26:48.371Z,INFO,5ab43a2c-9d07-4b69-bb85-dadb2e9cf3a1,POST,/api/search,52.45.231.45,301,46
2025-05-30T14:16:05.026Z,WARN,7aa86b04-2a3d-4094-bba5-5db01fd48ed2,PATCH,/api/settings,240.35.175.247,503,4903
2021-08-19T16:29:35.853Z,WARN,0c80393b-5b22-46dd-82dc-56ce2eac2751,PATCH,/api/orders,201.126.96.226,204,670
2022-10-06T15:42:56.667Z,DEBUG,15d762e2-da06-40e9-9238-d4333c10ec0d,PUT,/api/products,60.86.250.223,301,1487
2021-06-27T13:23:58.373Z,TRACE,72e65d2f-1ce8-423f-a1bf-3d6bf805e3d3,DELETE,/api/users,190.108.116.138,403,3400
2020-10-25T18:40:52.286Z,ERROR,80e59a75-b96f-4dd8-ac85-f8223a9f0fb6,DELETE,/api/analytics,228.234.78.149,404,33
2025-08-11T19:15:27.354Z,DEBUG,19b15a4f-0222-4048-9a86-fd3d8c4097c4,DELETE,/api/analytics,167.57.99.251,502,2203
2020-05-26T03:33:32.664Z,INFO,2547f52c-a7cf-462c-8912-ec6c9b630d23,PUT,/api/auth/login,182.20.165.140,204,3202
2026-01-13T18:30:24.714Z,WARN,4aa88128-f118-4b86-9017-e5a62d16ca70,GET,/api/users,4.26.61.153,500,4523
2024-11-02T22:28:30.135Z,TRACE,a919f336-dc28-4609-b9c0-5f7c8781e8b8,PUT,/api/auth/login,190.254.208.31,204,2369
2024-08-11T17:54:43.563Z,ERROR,1f72f1bd-e63d-4e53-a264-4cb14a66f37e,PUT,/api/settings,115.230.148.117,503,1177
2025-09-28T21:53:41.721Z,WARN,e8774ac9-87fe-4795-a139-712b12e2d8ca,DELETE,/api/auth/login,133.227.93.132,404,730
2024-11-07T01:10:21.283Z,TRACE,4acd7f7f-dfa6-43ee-9883-fcf0cbbce0cd,PUT,/api/webhooks,191.143.172.245,400,3137
2022-01-03T02:14:29.021Z,INFO,d16a7ebb-68a8-4563-841a-8d89635391b6,PUT,/api/reports,152.217.49.142,200,642
2021-05-24T13:51:02.182Z,INFO,05ee912d-38b5-43f5-a0ef-f6259f0a38f8,DELETE,/api/analytics,168.80.144.4,400,3034
2026-01-06T18:33:03.567Z,DEBUG,6899178f-45fa-4652-9003-190b635d44e1,GET,/api/products,180.144.250.95,301,4261
2022-11-07T05:38:53.684Z,WARN,fe60b189-c862-40f2-b6b4-df398569d368,POST,/api/analytics,94.232.153.3,400,2786
2022-06-20T20:11:46.940Z,DEBUG,c33fc8d3-d98c-490c-b9de-3625792bb66b,POST,/api/users,78.73.166.12,403,2368
2026-04-21T02:45:34.236Z,ERROR,6c1cf8b1-b923-4665-8056-c57a054f836a,GET,/api/analytics,141.29.147.141,404,3646
2020-09-14T18:22:34.382Z,TRACE,421fb84b-6c13-4f15-9ead-1d9f9083ba46,GET,/api/search,152.53.255.205,204,1553
2025-07-11T04:04:43.691Z,DEBUG,2ae5ca52-6f8d-4e91-8980-c2b468b64e43,PUT,/api/analytics,187.93.72.80,204,574
2022-11-24T13:06:33.306Z,WARN,eac29dde-dc78-41e3-b3ab-4b811df9debd,PUT,/api/orders,233.46.112.227,403,3329
2024-06-05T09:03:34.373Z,INFO,64a80c7b-1410-4ff0-99fe-762e3eead9d2,GET,/api/users,60.180.206.252,200,1126
2020-11-20T06:43:48.204Z,TRACE,ce66a908-f6fe-45c4-aa5f-8630c1630151,POST,/api/reports,87.114.81.88,204,31
2023-01-10T21:42:23.169Z,TRACE,fc00a1d9-9055-46b1-b849-ac5966a9e8d8,DELETE,/api/reports,179.24.11.73,403,119
2023-10-06T21:12:12.560Z,TRACE,1cfd6e4b-8965-4588-9cab-060f7e5f0ae6,DELETE,/api/users,55.51.191.177,201,2699
2022-11-20T21:08:14.089Z,DEBUG,a650066f-ac8c-47e1-a74d-891e1b314338,GET,/api/search,236.197.81.0,500,452
2026-06-25T16:32:10.267Z,WARN,28f7c99a-230a-407c-a551-650a84680984,POST,/api/orders,251.100.226.188,401,2020
2024-10-19T17:33:37.680Z,DEBUG,8c15a265-fdea-481a-969a-c11ad0d74aba,PATCH,/api/webhooks,149.167.97.208,500,23
2020-09-29T04:39:38.287Z,WARN,13eb2370-1764-474d-b112-917ea8d4ecaf,PUT,/api/notifications,31.203.182.134,301,4284
2021-11-15T09:14:07.142Z,ERROR,4e4558a1-029c-4590-a13d-dcbdbaaff3be,GET,/api/orders,83.115.97.175,201,540
2023-04-22T02:15:02.480Z,DEBUG,1109efe9-11f2-4946-a698-66423661c612,POST,/api/users,30.100.81.177,201,195
2024-02-14T15:36:04.700Z,ERROR,08bd19bd-41cb-4011-8540-dd31aa590377,PUT,/api/orders,244.231.170.189,503,2468
2024-07-01T03:05:24.996Z,DEBUG,8bc30e45-bf90-4ba7-93f3-706faca3d327,PATCH,/api/orders,66.104.188.10,404,4474
2024-01-08T20:58:32.725Z,WARN,8e879b9b-33d1-4eeb-8312-7dff4e5049d5,PUT,/api/users,6.180.68.215,403,453
2022-06-23T12:52:11.391Z,DEBUG,86e46900-7d0d-4c15-85ef-26ec3a848307,PATCH,/api/reports,189.175.52.212,502,3153
2025-02-05T12:20:43.933Z,WARN,2dfae42d-1688-4e18-b2b4-ddb796bfd3ed,POST,/api/search,38.242.245.43,400,300
2026-05-26T21:55:41.973Z,WARN,53e0e7f4-1a3a-4adb-b589-67fec6be1287,PUT,/api/auth/login,110.228.49.94,400,1545
2020-05-03T16:16:38.608Z,ERROR,e5fdbeb3-cdad-42ca-8e7b-8489e0757947,POST,/api/webhooks,103.31.218.57,201,1963
2022-11-30T04:39:32.652Z,TRACE,2457012c-aba7-49d2-b929-576805832028,PUT,/api/products,183.6.231.232,502,2611
2023-06-26T07:04:37.672Z,INFO,97144c37-746d-44e1-a19d-b4a9a8c86bea,PUT,/api/settings,152.176.48.36,500,4422
2024-02-20T11:16:17.946Z,TRACE,dbc602c9-e23b-43e3-8616-2316319c9450,GET,/api/search,204.4.29.52,400,4911
2025-07-31T07:24:56.792Z,WARN,a74a6c58-d28f-4268-81c0-f1493187c07b,GET,/api/auth/login,79.231.133.191,502,4984
2021-06-29T15:34:18.449Z,INFO,065c926d-653d-4fe0-8c91-8e46231d349a,PUT,/api/products,244.241.218.135,400,2633
2024-02-21T08:43:59.411Z,ERROR,46ce8717-e8bf-4d23-9bd1-049318680751,PUT,/api/auth/login,228.16.190.8,503,2931
2020-07-06T12:34:03.174Z,TRACE,587b0c51-aac8-4f1b-9d96-fb6571dfcce6,PATCH,/api/products,39.214.39.142,400,4746
2023-11-24T09:27:55.096Z,DEBUG,6f8863dd-68f6-4852-8b4b-245ca60d0d6a,DELETE,/api/products,196.228.237.1,403,1323
2025-04-03T12:54:21.267Z,WARN,358400a8-bc11-4b15-a041-fa8f7e20a676,PATCH,/api/search,87.78.210.161,404,1990
2025-12-02T16:52:31.893Z,INFO,1b65c91a-cb25-454d-a91e-212ab93967ff,PUT,/api/products,43.251.176.175,404,2682
2024-07-01T00:43:09.460Z,ERROR,24888115-fee6-4091-807f-46b58600cab8,POST,/api/analytics,8.41.32.108,401,3791
2025-12-09T19:01:14.157Z,DEBUG,a3ff23e6-9510-4169-957f-5499f57723e8,PUT,/api/notifications,120.216.78.239,404,2369
2021-09-09T18:09:33.976Z,TRACE,9ae58735-1406-4644-a56b-6ee5f363d720,PUT,/api/users,166.170.155.24,503,1676
2026-04-29T02:35:01.708Z,ERROR,b4e1ad86-7953-46f2-929a-9a60b5365765,DELETE,/api/analytics,75.55.189.30,500,1067
2021-10-28T17:36:09.432Z,INFO,b8fbb0f7-decc-4199-9cd6-09f52441fea4,PUT,/api/orders,150.238.153.105,503,359
2026-07-04T10:32:36.222Z,DEBUG,e8157d72-1703-4fd3-b4ec-5d1fdfb4db99,PATCH,/api/users,158.183.134.244,503,3005
2022-11-02T20:36:17.620Z,ERROR,9961d276-4efa-4602-8806-67778f1e82b8,PATCH,/api/users,204.243.187.15,201,3018
2026-01-08T16:32:58.911Z,WARN,04ba61c9-752e-4c88-ac30-5cb9c18aae54,PATCH,/api/webhooks,214.228.80.181,400,3601
2022-12-29T19:11:12.817Z,WARN,b81e0708-34f6-4146-b560-2c0e33a6f0f8,DELETE,/api/analytics,231.29.181.140,404,708
2025-03-17T14:55:19.638Z,WARN,fc1e21fb-f79a-406f-be27-7daee11887e7,GET,/api/webhooks,236.86.47.102,401,4463
2021-09-30T04:25:32.093Z,ERROR,5ecc3225-9439-454a-b72c-751fd4ecfb31,PUT,/api/orders,211.149.173.222,502,4777
2020-04-15T02:19:34.535Z,WARN,6c707eaa-b2af-4358-b311-0dac07dab716,PUT,/api/users,151.221.218.100,301,4643
2020-01-02T09:26:04.713Z,INFO,a3ea8631-e67c-44ad-9838-827ca98a3ad1,PATCH,/api/auth/login,52.155.51.231,503,3502
2022-01-03T01:49:49.305Z,WARN,5501abc7-bdbf-46d0-a411-0507763054cc,PUT,/api/webhooks,145.144.140.141,403,2123
2022-06-02T20:40:33.087Z,WARN,5664d31e-2047-41c2-9e65-7d4f628a801b,PUT,/api/auth/login,62.42.28.240,201,1190
2026-03-15T08:30:44.837Z,DEBUG,63487ea8-6200-4876-8177-c8103e3f17e4,PUT,/api/products,19.143.44.204,500,396
2024-05-02T16:27:39.486Z,ERROR,7597f911-52b9-4636-a05e-580ecec20b27,PATCH,/api/settings,146.174.216.82,500,2101
2025-08-25T18:09:25.994Z,ERROR,53e33234-f3e0-40e6-8296-801f3845b157,GET,/api/notifications,199.247.160.205,401,1391
2023-05-10T07:10:45.096Z,DEBUG,6b135354-fd72-4064-8935-7c669cd87430,POST,/api/settings,73.78.7.112,401,379
